time,user_load,user_power,elec_price,pv_power
Day 20 09:40,0.45,0.09,0.46,0.41
Day 20 09:50,0.39,0.68,0.41,0.34
Day 20 10:00,0.54,0.13,0.68,0.94
Day 20 10:10,0.41,0.78,0.43,0.35
Day 20 10:20,0.66,0.55,0.7,0.29
Day 20 10:30,0.83,0.33,0.47,0.21
Day 20 10:40,0.85,0.33,0.6,0.63
Day 20 10:50,0.58,0.02,0.38,0.29
Day 20 11:00,0.09,0.12,0.35,0.04
Day 20 11:10,0.82,0.93,0.4,0.66
Day 20 11:20,0.75,0.84,0.55,0.92
Day 20 11:30,0.49,0.11,0.49,0.0
Day 20 11:40,0.32,0.89,0.54,0.7
Day 20 11:50,0.05,0.31,0.52,0.5
Day 20 12:00,0.35,0.76,0.67,0.79
Day 20 12:10,0.17,0.81,0.31,0.43
Day 20 12:20,0.07,0.78,0.42,0.21
Day 20 12:30,0.92,0.52,0.51,0.42
Day 20 12:40,0.83,0.31,0.34,0.86
Day 20 12:50,0.61,0.15,0.49,0.14
Day 20 13:00,0.01,0.3,0.55,0.66
Day 20 13:10,0.97,0.16,0.33,0.8
Day 20 13:20,0.37,0.21,0.51,0.38
Day 20 13:30,0.77,0.94,0.65,0.51
Day 20 13:40,0.52,0.59,0.63,0.35
Day 20 13:50,0.02,0.87,0.69,0.08
Day 20 14:00,0.43,0.77,0.47,0.07
Day 20 14:10,0.05,0.11,0.51,0.72
Day 20 14:20,0.95,0.89,0.49,0.93
Day 20 14:30,0.07,0.76,0.56,0.14
Day 20 14:40,0.53,0.89,0.39,0.54
Day 20 14:50,0.8,0.29,0.42,0.67
Day 20 15:00,0.46,0.6,0.54,0.76
Day 20 15:10,0.59,0.22,0.67,0.44
Day 20 15:20,0.88,0.55,0.62,0.83
Day 20 15:30,0.23,0.83,0.5,0.86
Day 20 15:40,0.62,0.9,0.32,0.52
Day 20 15:50,0.18,0.31,0.66,0.03
Day 20 16:00,0.93,0.89,0.66,0.63
Day 20 16:10,0.5,0.95,0.59,0.87
Day 20 16:20,0.85,0.22,0.31,0.81
Day 20 16:30,0.17,0.47,0.49,0.03
Day 20 16:40,0.91,0.97,0.31,0.58
Day 20 16:50,0.98,0.01,0.66,0.25
Day 20 17:00,0.91,0.6,0.56,0.74
Day 20 17:10,0.02,0.09,0.59,0.45
Day 20 17:20,0.4,0.72,0.43,0.28
Day 20 17:30,0.67,0.79,0.6,0.8
Day 20 17:40,0.91,0.91,0.48,0.83
Day 20 17:50,0.94,0.58,0.56,0.5
Day 20 18:00,0.24,0.62,0.62,0.34
Day 20 18:10,0.48,0.71,0.32,0.01
Day 20 18:20,0.69,0.92,0.69,0.93
Day 20 18:30,0.87,0.71,0.44,0.28
Day 20 18:40,0.7,0.96,0.35,0.66
Day 20 18:50,0.6,0.82,0.33,0.1
Day 20 19:00,0.65,0.61,0.69,0.93
Day 20 19:10,0.69,0.41,0.54,0.12
Day 20 19:20,0.97,0.77,0.64,0.15
Day 20 19:30,0.95,0.73,0.48,0.77
Day 20 19:40,0.09,0.07,0.67,0.59
Day 20 19:50,0.43,0.76,0.59,0.12
Day 20 20:00,0.58,0.05,0.59,0.16
Day 20 20:10,0.54,0.59,0.6,0.9
Day 20 20:20,0.18,0.04,0.54,0.83
Day 20 20:30,0.61,0.05,0.32,0.22
Day 20 20:40,0.96,0.32,0.43,0.13
Day 20 20:50,0.7,0.17,0.64,0.43
Day 20 21:00,0.55,0.6,0.65,0.74
Day 20 21:10,0.73,0.85,0.4,0.23
Day 20 21:20,0.89,0.06,0.46,0.17
Day 20 21:30,0.73,0.27,0.5,0.72
Day 20 21:40,0.79,0.76,0.63,0.21
Day 20 21:50,0.4,0.64,0.48,0.38
Day 20 22:00,0.77,0.46,0.48,0.52
Day 20 22:10,0.59,0.93,0.56,0.49
Day 20 22:20,0.96,0.51,0.35,0.5
Day 20 22:30,0.46,0.33,0.35,0.36
Day 20 22:40,0.23,0.43,0.38,0.46
Day 20 22:50,0.89,1.0,0.69,0.58
Day 20 23:00,0.45,0.49,0.66,0.72
Day 20 23:10,0.81,0.35,0.37,0.93
Day 20 23:20,0.02,0.89,0.39,0.89
Day 20 23:30,0.6,0.84,0.69,0.97
Day 20 23:40,0.04,0.84,0.46,0.12
Day 20 23:50,0.55,0.61,0.39,0.15
Day 21 00:00,0.45,0.77,0.47,0.86
Day 21 00:10,0.69,0.43,0.58,0.36
Day 21 00:20,0.13,0.51,0.66,0.69
Day 21 00:30,0.47,0.95,0.47,0.52
Day 21 00:40,0.97,0.93,0.56,0.44
Day 21 00:50,0.25,0.27,0.41,0.37
Day 21 01:00,0.71,0.97,0.65,0.63
Day 21 01:10,0.7,0.7,0.35,0.68
Day 21 01:20,0.66,0.24,0.6,0.68
Day 21 01:30,0.15,0.1,0.7,0.39
Day 21 01:40,0.35,0.6,0.3,0.75
Day 21 01:50,0.19,0.49,0.65,0.09
Day 21 02:00,0.78,0.36,0.33,0.87
Day 21 02:10,0.94,0.82,0.46,0.39
Day 21 02:20,0.52,0.86,0.62,0.92
Day 21 02:30,0.39,0.45,0.52,0.85
Day 21 02:40,0.71,0.19,0.54,0.93
Day 21 02:50,0.2,0.51,0.62,0.07
Day 21 03:00,0.18,0.87,0.7,0.69
Day 21 03:10,0.78,0.73,0.33,0.07
Day 21 03:20,0.0,0.45,0.31,0.84
Day 21 03:30,0.04,0.94,0.35,0.98
Day 21 03:40,0.14,0.79,0.47,0.87
Day 21 03:50,0.81,0.44,0.51,0.99
Day 21 04:00,0.94,0.62,0.35,0.72
Day 21 04:10,0.98,0.62,0.67,0.38
Day 21 04:20,0.14,0.82,0.53,0.54
Day 21 04:30,0.0,0.58,0.68,0.22
Day 21 04:40,0.76,0.53,0.53,0.97
Day 21 04:50,0.29,0.17,0.4,0.51
Day 21 05:00,0.04,0.53,0.5,0.6
Day 21 05:10,0.93,0.17,0.48,0.14
Day 21 05:20,0.22,0.55,0.59,0.59
Day 21 05:30,0.96,0.84,0.59,0.53
Day 21 05:40,0.71,0.38,0.34,0.6
Day 21 05:50,0.04,0.41,0.54,0.77
Day 21 06:00,0.61,0.49,0.63,0.95
Day 21 06:10,0.08,0.67,0.32,0.2
Day 21 06:20,0.97,0.14,0.39,0.86
Day 21 06:30,0.88,0.02,0.59,0.23
Day 21 06:40,0.86,0.65,0.66,0.16
Day 21 06:50,0.09,0.16,0.34,0.42
Day 21 07:00,0.9,0.62,0.46,0.98
Day 21 07:10,0.97,0.81,0.61,0.22
Day 21 07:20,0.11,0.59,0.32,0.26
Day 21 07:30,0.87,0.08,0.41,0.32
Day 21 07:40,0.22,0.97,0.31,0.11
Day 21 07:50,0.45,0.1,0.6,0.74
Day 21 08:00,0.44,0.34,0.38,0.05
Day 21 08:10,0.93,0.76,0.62,0.03
Day 21 08:20,0.52,0.23,0.44,0.67
Day 21 08:30,0.24,0.34,0.57,0.49
Day 21 08:40,0.78,0.17,0.64,0.28
Day 21 08:50,0.47,0.93,0.48,0.12
Day 21 09:00,0.11,0.07,0.45,0.55
Day 21 09:10,0.77,0.32,0.58,0.71
Day 21 09:20,0.53,0.56,0.43,0.65
Day 21 09:30,0.7,0.55,0.61,0.15
Day 21 09:40,0.59,0.27,0.48,0.12
Day 21 09:50,0.37,0.26,0.4,0.15
Day 21 10:00,0.77,0.15,0.51,0.7
Day 21 10:10,0.31,0.3,0.38,0.29
Day 21 10:20,0.48,0.41,0.44,0.09
Day 21 10:30,0.33,0.92,0.43,0.12
Day 21 10:40,0.28,0.64,0.36,0.37
Day 21 10:50,0.51,0.25,0.43,0.51
Day 21 11:00,0.9,0.3,0.69,0.65
Day 21 11:10,0.11,0.07,0.33,0.2
Day 21 11:20,0.7,0.83,0.65,0.7
Day 21 11:30,0.04,0.73,0.36,0.11
Day 21 11:40,0.13,0.76,0.69,0.81
Day 21 11:50,0.74,0.72,0.42,0.22
Day 21 12:00,0.82,0.5,0.32,0.41
Day 21 12:10,0.2,0.89,0.31,0.55
Day 21 12:20,0.8,0.25,0.62,0.25
Day 21 12:30,0.45,0.26,0.69,0.38
Day 21 12:40,0.88,0.81,0.49,0.05
Day 21 12:50,0.91,0.53,0.34,0.05
Day 21 13:00,0.12,0.82,0.39,0.31
Day 21 13:10,0.63,0.98,0.43,0.44
Day 21 13:20,0.81,0.71,0.47,0.9
Day 21 13:30,0.19,0.52,0.43,0.15
Day 21 13:40,0.29,0.59,0.65,0.51
Day 21 13:50,0.39,0.82,0.64,0.75
Day 21 14:00,0.7,0.94,0.42,0.04
Day 21 14:10,0.84,0.66,0.65,0.08
Day 21 14:20,0.12,0.11,0.37,0.44
Day 21 14:30,0.93,0.33,0.52,0.41
Day 21 14:40,0.5,0.16,0.5,0.18
Day 21 14:50,0.96,0.94,0.38,0.32
Day 21 15:00,0.61,0.59,0.61,0.63
Day 21 15:10,0.97,0.57,0.39,0.0
Day 21 15:20,0.1,0.57,0.68,0.46
Day 21 15:30,0.87,0.55,0.62,0.31
Day 21 15:40,0.48,0.47,0.38,0.21
Day 21 15:50,0.86,0.72,0.67,0.52
Day 21 16:00,0.8,0.93,0.38,0.09
Day 21 16:10,0.51,0.68,0.33,0.61
Day 21 16:20,0.19,0.71,0.55,0.02
Day 21 16:30,0.44,0.38,0.59,0.87
Day 21 16:40,0.16,0.05,0.52,0.28
Day 21 16:50,0.65,0.98,0.54,0.85
Day 21 17:00,0.94,0.03,0.48,0.51
Day 21 17:10,0.65,0.24,0.56,0.52
Day 21 17:20,0.53,0.75,0.59,0.42
Day 21 17:30,0.65,0.34,0.56,0.75
Day 21 17:40,0.59,0.44,0.55,0.94
Day 21 17:50,0.97,0.6,0.43,0.02
Day 21 18:00,0.3,0.87,0.54,0.4
Day 21 18:10,0.45,0.73,0.55,0.04
Day 21 18:20,0.82,0.17,0.57,0.62
Day 21 18:30,0.37,0.44,0.44,0.99
Day 21 18:40,0.39,0.61,0.42,0.3
Day 21 18:50,0.32,0.3,0.66,0.43
Day 21 19:00,0.15,0.97,0.31,0.37
Day 21 19:10,0.11,0.74,0.65,0.87
Day 21 19:20,0.26,0.92,0.32,0.92
Day 21 19:30,0.32,0.2,0.39,0.02
Day 21 19:40,0.09,0.53,0.45,0.26
Day 21 19:50,0.91,0.04,0.54,0.05
Day 21 20:00,0.08,0.11,0.69,0.3
Day 21 20:10,0.51,0.98,0.34,0.22
Day 21 20:20,0.16,0.35,0.58,0.23
Day 21 20:30,0.93,0.51,0.66,0.3
Day 21 20:40,0.71,0.15,0.39,0.1
Day 21 20:50,0.42,0.31,0.66,0.28
Day 21 21:00,0.0,0.1,0.53,0.14
Day 21 21:10,0.65,1.0,0.43,0.71
Day 21 21:20,0.89,0.1,0.51,0.23
Day 21 21:30,0.44,0.29,0.4,0.37
Day 21 21:40,0.17,0.36,0.38,0.26
Day 21 21:50,0.02,0.11,0.41,0.57
Day 21 22:00,0.49,0.6,0.66,0.03
Day 21 22:10,0.75,0.73,0.39,0.68
Day 21 22:20,0.86,0.14,0.65,0.07
Day 21 22:30,0.12,0.32,0.39,0.76
Day 21 22:40,0.52,0.41,0.53,0.83
Day 21 22:50,0.07,0.57,0.45,0.43
Day 21 23:00,0.72,0.1,0.45,0.64
Day 21 23:10,0.34,0.48,0.31,0.42
Day 21 23:20,0.74,0.8,0.58,0.55
Day 21 23:30,0.88,0.29,0.65,0.68
Day 21 23:40,0.87,0.21,0.33,0.6
Day 21 23:50,0.71,0.26,0.65,0.56
Day 22 00:00,0.06,0.26,0.47,0.26
Day 22 00:10,0.19,0.29,0.35,0.54
Day 22 00:20,0.57,0.48,0.42,0.74
Day 22 00:30,0.48,0.8,0.65,0.15
Day 22 00:40,0.36,0.45,0.7,0.24
Day 22 00:50,0.93,0.38,0.41,0.82
Day 22 01:00,0.56,0.72,0.61,0.86
Day 22 01:10,0.21,0.22,0.34,0.16
Day 22 01:20,0.53,0.92,0.64,0.13
Day 22 01:30,0.15,0.3,0.68,0.61
Day 22 01:40,0.24,0.97,0.52,0.35
Day 22 01:50,0.91,0.39,0.47,0.32
Day 22 02:00,0.55,0.15,0.58,0.08
Day 22 02:10,0.98,0.28,0.44,0.8
Day 22 02:20,0.67,0.72,0.56,0.07
Day 22 02:30,0.79,0.78,0.58,0.73
Day 22 02:40,0.81,0.17,0.39,0.51
Day 22 02:50,0.98,0.5,0.62,0.01
Day 22 03:00,0.87,0.63,0.69,0.57
Day 22 03:10,0.27,0.46,0.39,0.89
Day 22 03:20,0.57,0.97,0.48,0.65
Day 22 03:30,0.49,0.29,0.64,0.74
Day 22 03:40,0.39,0.35,0.69,0.75
Day 22 03:50,0.16,0.16,0.47,0.38
Day 22 04:00,0.89,0.42,0.57,0.82
Day 22 04:10,0.89,0.36,0.66,0.9
Day 22 04:20,0.67,0.58,0.42,0.48
Day 22 04:30,0.59,0.58,0.41,0.46
Day 22 04:40,0.8,0.57,0.42,0.79
Day 22 04:50,0.81,0.86,0.35,0.59
Day 22 05:00,0.99,0.19,0.65,0.54
Day 22 05:10,0.06,0.93,0.33,0.01
Day 22 05:20,0.51,0.08,0.51,0.64
Day 22 05:30,0.95,0.78,0.49,0.65
Day 22 05:40,0.88,0.22,0.54,0.16
Day 22 05:50,0.4,0.5,0.53,0.3
Day 22 06:00,0.32,0.66,0.33,0.3
Day 22 06:10,0.63,0.99,0.53,0.62
Day 22 06:20,0.47,0.23,0.61,0.8
Day 22 06:30,0.29,0.19,0.37,0.93
Day 22 06:40,0.43,0.08,0.69,0.87
Day 22 06:50,0.85,0.08,0.43,0.06
Day 22 07:00,0.64,0.63,0.41,0.02
Day 22 07:10,0.04,0.19,0.33,0.98
Day 22 07:20,0.01,0.16,0.47,0.07
Day 22 07:30,0.83,1.0,0.37,0.55
Day 22 07:40,0.97,0.6,0.7,0.63
Day 22 07:50,0.44,0.53,0.38,0.1
Day 22 08:00,0.3,0.78,0.37,0.37
Day 22 08:10,0.75,0.8,0.61,0.73
Day 22 08:20,0.63,0.73,0.54,0.7
Day 22 08:30,0.08,0.88,0.54,0.3
Day 22 08:40,0.61,0.64,0.34,0.91
Day 22 08:50,0.55,0.37,0.46,0.2
Day 22 09:00,0.79,0.64,0.66,0.23
Day 22 09:10,0.1,0.93,0.33,0.42
Day 22 09:20,0.78,0.02,0.65,0.88
Day 22 09:30,0.05,0.06,0.7,0.56
Day 22 09:40,0.18,0.97,0.48,0.41
Day 22 09:50,0.44,0.02,0.65,0.11
Day 22 10:00,0.07,0.24,0.3,0.63
Day 22 10:10,0.14,0.52,0.49,0.68
Day 22 10:20,0.25,0.99,0.47,0.99
Day 22 10:30,0.4,0.63,0.36,0.54
Day 22 10:40,0.08,0.97,0.36,0.57
Day 22 10:50,0.35,0.64,0.52,0.99
Day 22 11:00,0.76,0.5,0.55,0.65
Day 22 11:10,0.99,0.14,0.47,0.13
Day 22 11:20,0.12,0.27,0.43,0.16
Day 22 11:30,0.87,0.54,0.58,0.62
Day 22 11:40,0.71,0.37,0.52,0.27
Day 22 11:50,0.78,0.84,0.54,0.02
Day 22 12:00,1.0,0.55,0.67,0.68
Day 22 12:10,0.54,0.63,0.67,0.01
Day 22 12:20,0.94,0.16,0.54,0.98
Day 22 12:30,0.66,0.06,0.57,0.79
Day 22 12:40,0.56,0.91,0.56,0.39
Day 22 12:50,0.01,0.4,0.55,0.72
Day 22 13:00,0.13,0.94,0.68,0.23
Day 22 13:10,0.75,0.86,0.54,0.94
Day 22 13:20,0.58,0.28,0.6,0.5
Day 22 13:30,0.92,0.89,0.56,0.67
Day 22 13:40,0.58,0.86,0.33,0.42
Day 22 13:50,0.55,0.23,0.69,0.31
Day 22 14:00,0.66,0.92,0.58,0.75
Day 22 14:10,0.39,0.03,0.42,0.1
Day 22 14:20,0.24,0.26,0.45,0.7
Day 22 14:30,0.3,0.22,0.62,0.51
Day 22 14:40,0.38,0.82,0.7,0.19
Day 22 14:50,0.65,0.93,0.31,0.46
Day 22 15:00,0.62,0.6,0.46,0.77
Day 22 15:10,0.94,0.36,0.55,0.82
Day 22 15:20,0.88,0.47,0.44,0.43
Day 22 15:30,0.34,0.15,0.49,0.74
Day 22 15:40,0.98,0.1,0.56,0.6
Day 22 15:50,0.7,0.76,0.58,0.42
Day 22 16:00,0.49,0.04,0.33,0.04
Day 22 16:10,0.81,0.58,0.4,0.34
Day 22 16:20,0.61,0.7,0.37,0.23
Day 22 16:30,0.92,0.33,0.51,0.36
Day 22 16:40,0.72,0.51,0.31,0.37
Day 22 16:50,0.16,0.46,0.54,0.28
Day 22 17:00,0.06,0.92,0.52,0.52
Day 22 17:10,0.57,0.55,0.5,0.24
Day 22 17:20,0.55,0.82,0.56,0.62
Day 22 17:30,0.61,0.37,0.44,0.27
Day 22 17:40,0.13,0.18,0.56,0.23
Day 22 17:50,0.81,0.08,0.46,0.14
Day 22 18:00,0.36,0.8,0.51,0.65
Day 22 18:10,0.12,0.38,0.43,0.06
Day 22 18:20,0.67,0.17,0.51,0.13
Day 22 18:30,0.53,0.03,0.36,0.55
Day 22 18:40,0.39,0.75,0.4,0.28
Day 22 18:50,0.69,0.06,0.43,0.26
Day 22 19:00,0.0,0.18,0.55,0.08
Day 22 19:10,0.77,0.54,0.61,0.05
Day 22 19:20,0.6,0.38,0.63,0.88
Day 22 19:30,0.84,0.66,0.52,0.03
Day 22 19:40,0.53,0.9,0.56,0.26
Day 22 19:50,0.71,0.88,0.64,0.15
Day 22 20:00,0.81,0.43,0.48,0.23
Day 22 20:10,0.45,0.86,0.57,0.03
Day 22 20:20,0.78,0.97,0.49,0.83
Day 22 20:30,0.59,0.38,0.53,0.38
Day 22 20:40,0.53,0.72,0.67,0.59
Day 22 20:50,0.5,0.11,0.43,0.31
Day 22 21:00,0.26,0.77,0.67,0.23
Day 22 21:10,0.39,0.56,0.46,0.23
Day 22 21:20,0.67,0.47,0.56,0.51
Day 22 21:30,0.82,0.48,0.45,0.85
Day 22 21:40,0.14,0.48,0.68,0.95
Day 22 21:50,0.28,0.4,0.61,0.89
Day 22 22:00,0.98,0.76,0.42,0.12
Day 22 22:10,0.2,0.41,0.5,0.31
Day 22 22:20,0.79,0.17,0.59,0.93
Day 22 22:30,0.22,0.17,0.53,0.78
Day 22 22:40,0.45,0.62,0.56,0.57
Day 22 22:50,1.0,0.58,0.65,0.05
Day 22 23:00,0.95,0.07,0.62,0.53
Day 22 23:10,0.2,0.84,0.56,0.4
Day 22 23:20,0.68,0.82,0.57,0.16
Day 22 23:30,0.98,0.62,0.66,0.08
Day 22 23:40,0.91,0.03,0.51,0.52
Day 22 23:50,0.6,0.23,0.35,0.57
Day 23 00:00,0.53,0.17,0.67,0.85
Day 23 00:10,0.09,0.29,0.61,0.48
Day 23 00:20,0.31,0.53,0.62,0.7
Day 23 00:30,0.6,0.82,0.37,0.16
Day 23 00:40,0.15,0.01,0.49,0.39
Day 23 00:50,0.37,0.78,0.35,0.04
Day 23 01:00,0.43,0.27,0.56,0.1
Day 23 01:10,0.21,0.3,0.44,0.78
Day 23 01:20,0.59,0.69,0.35,0.98
Day 23 01:30,0.01,0.39,0.6,0.88
Day 23 01:40,0.15,0.16,0.52,0.75
Day 23 01:50,0.57,0.44,0.63,0.57
Day 23 02:00,0.44,0.86,0.59,0.89
Day 23 02:10,0.17,0.27,0.44,0.56
Day 23 02:20,0.84,0.85,0.4,0.43
Day 23 02:30,0.86,0.29,0.44,0.91
Day 23 02:40,0.94,0.57,0.3,0.81
Day 23 02:50,0.1,0.15,0.69,0.02
Day 23 03:00,0.97,0.87,0.65,0.17
Day 23 03:10,0.37,0.89,0.57,0.02
Day 23 03:20,0.42,0.06,0.38,0.58
Day 23 03:30,0.79,0.93,0.51,0.65
Day 23 03:40,0.4,0.48,0.5,0.82
Day 23 03:50,0.59,0.93,0.39,0.97
Day 23 04:00,0.58,0.74,0.32,0.73
Day 23 04:10,0.89,0.84,0.55,0.76
Day 23 04:20,0.73,0.09,0.54,0.26
Day 23 04:30,0.37,0.07,0.57,0.92
Day 23 04:40,0.25,0.27,0.55,0.96
Day 23 04:50,0.57,0.28,0.67,0.9
Day 23 05:00,0.81,0.95,0.47,0.23
Day 23 05:10,0.96,0.11,0.45,0.17
Day 23 05:20,0.94,0.05,0.56,0.01
Day 23 05:30,0.56,0.54,0.6,0.44
Day 23 05:40,0.04,0.7,0.4,0.32
Day 23 05:50,0.94,0.16,0.47,0.58
Day 23 06:00,0.16,0.07,0.45,0.87
Day 23 06:10,0.0,0.27,0.42,0.71
Day 23 06:20,0.44,0.54,0.53,0.14
Day 23 06:30,0.37,0.81,0.67,0.68
Day 23 06:40,0.76,0.25,0.43,0.52
Day 23 06:50,0.14,0.49,0.5,0.82
Day 23 07:00,0.64,0.63,0.45,0.57
Day 23 07:10,0.62,0.16,0.42,0.91
Day 23 07:20,0.8,0.38,0.62,0.45
Day 23 07:30,0.94,0.86,0.65,0.52
Day 23 07:40,0.11,0.25,0.5,0.1
Day 23 07:50,0.9,0.15,0.35,0.26
Day 23 08:00,0.49,0.81,0.32,0.42
Day 23 08:10,0.57,0.06,0.37,0.73
Day 23 08:20,0.15,0.47,0.34,0.17
Day 23 08:30,0.53,0.64,0.31,0.19
Day 23 08:40,0.64,0.92,0.4,0.78
Day 23 08:50,0.66,0.86,0.48,0.83
Day 23 09:00,0.68,0.47,0.43,0.05
Day 23 09:10,0.22,0.63,0.43,0.86
Day 23 09:20,0.43,0.35,0.38,0.54
Day 23 09:30,0.9,0.16,0.47,0.65
Day 23 09:40,0.37,0.56,0.64,0.44
Day 23 09:50,0.84,0.5,0.5,0.09
Day 23 10:00,0.84,0.66,0.57,0.75
Day 23 10:10,0.56,0.24,0.55,0.31
Day 23 10:20,0.17,0.94,0.6,0.01
Day 23 10:30,0.48,0.98,0.68,0.24
Day 23 10:40,0.35,0.85,0.66,0.35
Day 23 10:50,0.38,0.48,0.6,0.17
Day 23 11:00,0.63,0.65,0.52,0.83
Day 23 11:10,0.92,0.14,0.63,0.31
Day 23 11:20,0.6,0.55,0.54,0.19
Day 23 11:30,0.13,0.89,0.68,0.98
Day 23 11:40,0.95,0.33,0.59,0.59
Day 23 11:50,0.57,0.22,0.68,0.61
Day 23 12:00,0.71,0.18,0.4,0.66
Day 23 12:10,0.01,0.2,0.38,0.05
Day 23 12:20,0.98,0.25,0.38,0.78
Day 23 12:30,0.32,0.4,0.55,0.5
Day 23 12:40,0.07,0.15,0.59,0.05
Day 23 12:50,0.74,0.9,0.51,0.25
Day 23 13:00,0.92,0.04,0.45,0.42
Day 23 13:10,0.45,0.77,0.58,0.08
Day 23 13:20,0.16,0.67,0.47,0.1
Day 23 13:30,0.39,0.86,0.61,0.35
Day 23 13:40,0.61,0.33,0.46,0.3
Day 23 13:50,0.03,0.35,0.33,0.58
Day 23 14:00,0.85,1.0,0.53,0.33
Day 23 14:10,0.72,0.66,0.4,0.67
Day 23 14:20,0.54,0.59,0.58,0.63
Day 23 14:30,0.52,0.98,0.53,0.81
Day 23 14:40,0.51,0.74,0.42,0.94
Day 23 14:50,0.37,0.73,0.45,0.83
Day 23 15:00,0.96,0.02,0.46,0.42
Day 23 15:10,0.6,0.88,0.33,0.52
Day 23 15:20,0.34,0.61,0.7,0.41
Day 23 15:30,0.67,0.15,0.59,0.03
Day 23 15:40,0.01,0.76,0.56,0.93
Day 23 15:50,0.64,0.7,0.5,0.36
Day 23 16:00,0.81,0.26,0.65,0.28
Day 23 16:10,0.62,0.01,0.43,0.07
Day 23 16:20,0.08,0.62,0.67,0.7
Day 23 16:30,0.31,0.17,0.35,0.16
Day 23 16:40,0.49,0.56,0.62,0.01
Day 23 16:50,0.13,0.4,0.52,0.88
Day 23 17:00,0.34,0.7,0.42,0.01
Day 23 17:10,0.2,0.02,0.51,0.86
Day 23 17:20,0.45,0.24,0.42,0.34
Day 23 17:30,0.23,0.3,0.47,0.39
Day 23 17:40,0.44,0.6,0.42,0.64
Day 23 17:50,0.5,0.0,0.65,0.1
Day 23 18:00,0.19,0.57,0.4,0.54
Day 23 18:10,0.65,0.27,0.53,0.03
Day 23 18:20,0.79,0.56,0.56,0.99
Day 23 18:30,0.74,0.15,0.36,0.44
Day 23 18:40,0.19,0.19,0.49,0.96
Day 23 18:50,0.32,0.91,0.53,0.49
Day 23 19:00,0.74,0.77,0.6,0.89
Day 23 19:10,0.02,0.54,0.37,0.74
Day 23 19:20,0.73,0.14,0.59,0.13
Day 23 19:30,0.06,0.26,0.61,1.0
Day 23 19:40,0.48,0.51,0.49,0.21
Day 23 19:50,0.98,0.65,0.37,0.93
Day 23 20:00,0.79,0.91,0.44,0.23
Day 23 20:10,0.37,0.36,0.68,0.51
Day 23 20:20,0.17,0.28,0.64,0.14
Day 23 20:30,0.53,0.98,0.51,0.26
Day 23 20:40,0.45,0.84,0.48,0.5
Day 23 20:50,0.43,0.49,0.42,0.48
Day 23 21:00,0.57,0.47,0.67,0.23
Day 23 21:10,0.46,0.37,0.62,0.62
Day 23 21:20,0.97,0.49,0.64,0.9
Day 23 21:30,0.37,0.85,0.52,0.19
Day 23 21:40,0.28,0.32,0.47,0.5
Day 23 21:50,0.22,0.59,0.4,0.0
Day 23 22:00,0.63,0.21,0.39,0.16
Day 23 22:10,0.03,0.85,0.53,0.24
Day 23 22:20,0.66,0.95,0.47,0.51
Day 23 22:30,0.07,0.34,0.68,0.97
Day 23 22:40,0.53,0.01,0.54,0.32
Day 23 22:50,0.89,0.73,0.62,0.51
Day 23 23:00,0.07,0.94,0.62,0.81
Day 23 23:10,0.45,0.17,0.44,0.26
Day 23 23:20,0.55,0.23,0.41,0.38
Day 23 23:30,0.93,0.3,0.68,0.36
Day 23 23:40,0.11,0.8,0.58,0.51
Day 23 23:50,0.55,0.22,0.56,0.1
Day 24 00:00,0.64,0.92,0.41,0.11
Day 24 00:10,0.47,0.18,0.35,0.01
Day 24 00:20,0.16,0.73,0.61,0.2
Day 24 00:30,0.09,0.5,0.42,0.18
Day 24 00:40,0.32,0.22,0.3,0.17
Day 24 00:50,0.31,0.41,0.68,0.91
Day 24 01:00,0.3,0.51,0.32,0.78
Day 24 01:10,0.52,0.04,0.35,0.36
Day 24 01:20,0.19,0.42,0.33,0.93
Day 24 01:30,0.98,0.73,0.64,0.36
Day 24 01:40,0.69,0.49,0.38,0.13
Day 24 01:50,0.52,0.99,0.55,0.15
Day 24 02:00,0.84,0.5,0.35,0.73
Day 24 02:10,0.79,0.28,0.67,0.47
Day 24 02:20,0.79,0.71,0.68,0.04
Day 24 02:30,0.26,0.38,0.31,0.21
Day 24 02:40,0.78,0.72,0.67,0.9
Day 24 02:50,0.98,0.05,0.6,0.03
Day 24 03:00,0.32,0.84,0.42,0.17
Day 24 03:10,0.93,0.09,0.46,0.18
Day 24 03:20,0.99,0.38,0.44,0.91
Day 24 03:30,0.89,0.59,0.49,0.28
Day 24 03:40,0.93,0.51,0.49,0.76
Day 24 03:50,0.96,0.13,0.64,0.71
Day 24 04:00,0.93,0.26,0.67,0.81
Day 24 04:10,0.99,0.89,0.39,0.49
Day 24 04:20,0.35,0.72,0.44,0.17
Day 24 04:30,0.11,0.25,0.52,0.95
Day 24 04:40,0.7,0.21,0.41,0.1
Day 24 04:50,0.65,0.97,0.6,0.97
Day 24 05:00,0.4,0.9,0.51,0.16
Day 24 05:10,0.18,0.41,0.66,0.53
Day 24 05:20,0.53,0.74,0.34,0.46
Day 24 05:30,0.09,0.41,0.32,0.21
Day 24 05:40,0.1,0.86,0.54,0.77
Day 24 05:50,0.39,0.53,0.64,0.39
Day 24 06:00,0.78,0.22,0.54,0.96
Day 24 06:10,0.94,0.99,0.58,0.03
Day 24 06:20,0.74,0.27,0.43,0.88
Day 24 06:30,0.04,0.6,0.65,0.27
Day 24 06:40,0.87,0.35,0.35,0.23
